ST_LEAID,MEMBER
TX-058909,240
TX-033901,150
TX-045905,704
TX-001902,594
TX-001909,349
TX-001907,3297
TX-161901,593
TX-050902,2708
TX-050909,329
TX-141901,3567
TX-113901,1203
TX-113902,615
TX-228901,768
TX-113906,258
TX-113903,538
TX-036901,1493
TX-101911,24431
TX-101916,7100
TX-036903,1556
TX-154901,2431
TX-067902,829
TX-067907,323
TX-047902,720
TX-038901,1005
TX-051901,158
TX-091918,666
TX-098901,441
TX-045902,1610
TX-049905,1166
TX-049902,563
TX-249908,441
TX-049903,920
TX-049909,70
TX-210905,705
TX-228905,207
TX-251902,431
TX-222901,129
TX-174903,760
TX-179901,2008
TX-060914,147
TX-201907,496
TX-201908,494
TX-201902,3400
TX-144903,170
TX-182906,97
TX-160901,956
TX-239901,4939
TX-008901,2251
TX-175907,570
TX-116906,1083
TX-116910,295
TX-116902,519
TX-116901,2642
TX-008903,851
TX-011902,5404
TX-139905,1179
TX-060902,888
TX-016902,1088
TX-016901,722
TX-105906,22297
TX-189901,233
TX-189902,1020
TX-105904,8375
TX-112908,734
TX-188901,30342
TX-092902,3821
UT-01,87136
UT-02,1561
UT-03,12649
UT-04,20227
UT-42,33386
UT-05,3468
UT-06,216
UT-07,73459
UT-08,5435
UT-09,2230
UT-10,1312
UT-11,1473
UT-12,61197
UT-13,12739
UT-14,59421
UT-15,2731
UT-16,1519
UT-39,5420
UT-17,3264
UT-18,3339
UT-40,5871
UT-19,37044
UT-20,2752
UT-21,1053
UT-37,10521
UT-22,4504
UT-23,286
UT-38,14007
UT-24,513
UT-36,19896
UT-25,3017
UT-26,4807
UT-27,3310
UT-28,1717
UT-29,267
UT-30,24055
UT-31,7004
UT-32,9082
UT-33,37572
UT-34,473
UT-35,32888
WA-17216,4436
WA-10070,201
WA-08458,4940
WA-14005,3304
WA-21226,648
WA-22017,144
WA-29103,2606
WA-31016,5506
WA-02420,614
WA-17408,17857
WA-18303,3594
WA-06119,12393
WA-17405,19089
WA-37501,11614
WA-01122,5
WA-27403,21156
WA-20203,104
WA-37503,2081
WA-21234,86
WA-18100,4383
WA-24111,1012
WA-09075,776
WA-16046,74
WA-29100,3351
WA-06117,7324
WA-05401,479
WA-27019,180
WA-04228,1252
WA-04222,1580
WA-08401,1508
WA-20215,97
WA-18401,11206
WA-32356,14688
WA-21401,3440
WA-21302,3012
WA-04129,1335
WA-32360,5540
WA-33036,789
WA-16049,717
WA-02250,2518
WA-19404,972
WA-16020,40
WA-27400,12566
WA-38300,562
WA-36250,1554
WA-38306,150
WA-33206,139
WA-36400,734
WA-33115,1685
WA-29011,495
WA-29317,444
WA-14099,165
WA-15204,1055
WA-05313,336
WA-22073,99
WA-10050,249
WA-26059,356
WA-19007,42
WA-31330,446
WA-22207,615
WA-07002,393
WA-32414,2774
WA-27343,1402
WA-36101,16
WA-32361,3670
WA-09206,6032
WA-19028,82
WA-27404,1944
WA-31015,20459
WA-19401,3238
WA-14068,1708
WA-38308,86
WA-04127,337
WA-13165,2807
WA-21036,53
WA-31002,20359
WA-06114,22591
WA-33205,38
WA-17210,21606
WA-37502,4651
WA-27417,3893
WA-03053,871
WA-27402,7425
WA-32358,878
WA-38302,121
WA-20401,64
WA-20404,2976
WA-13301,771
WA-39200,3618
WA-39204,1501
WA-31332,2326
WA-23054,241
WA-32312,38
WA-06103,176
WA-34324,577
WA-22204,133
WA-13151,164
WA-39203,1094
WA-17401,18048
WA-06098,2000
WA-23404,346
WA-14028,1640
WA-31063,21
WA-17411,19524
WA-11056,56
WA-08402,1151
WA-10003,30
WA-03017,19311
WA-17415,25586
WA-33212,1125
WA-03052,1372
WA-19403,613
WA-20402,103
WA-29311,536
WA-38126,72
WA-06101,1769
WA-31004,9687
WA-17414,30991
WA-31306,2627
WA-38264,28
WA-32362,593
WA-01158,219
WA-08122,6311
WA-33183,221
WA-28144,228
WA-17407,3111
WA-20406,212
WA-37504,3542
WA-39120,771
WA-09207,103
WA-04019,615
WA-23311,1045
WA-33207,531
WA-31025,10196
WA-14065,332
WA-32354,10320
WA-32326,1897
WA-17400,4057
WA-37505,1816
WA-24350,756
WA-30031,67
WA-31103,5734
WA-14066,1430
WA-21214,459
WA-13161,8686
WA-21206,590
WA-39209,889
WA-37507,1692
WA-30029,68
WA-39090,3334
WA-29320,6545
WA-31006,15131
WA-39003,1294
WA-21014,814
WA-25155,316
WA-24014,131
WA-26056,1091
WA-32325,1435
WA-37506,1912
WA-14064,689
WA-11051,2037
WA-18400,5418
WA-23403,2309
WA-25200,75
WA-34003,15119
WA-33211,283
WA-17417,22944
WA-15201,5730
WA-38324,147
WA-14400,341
WA-25101,1033
WA-14172,582
WA-22105,236
WA-24105,1065
WA-34111,9633
WA-24019,5834
WA-21300,868
WA-33030,46
WA-28137,701
WA-32123,74
WA-10065,41
WA-09013,139
WA-24410,530
WA-27344,2748
WA-01147,4751
WA-09102,26
WA-38301,166
WA-11001,18515
WA-24122,269
WA-03050,142
WA-21301,271
WA-27401,8969
WA-23402,759
WA-12110,351
WA-05121,3534
WA-16050,1206
WA-36402,261
WA-03116,2414
WA-38267,2740
WA-27003,23104
WA-16048,726
WA-05402,2473
WA-14097,196
WA-13144,3083
WA-34307,931
WA-25116,483
WA-22009,671
WA-17403,15230
WA-10309,378
WA-03400,13948
WA-06122,3987
WA-01160,362
WA-32416,1605
WA-34401,2150
WA-20403,25
WA-38320,173
WA-13160,1763
WA-28149,782
WA-14104,52
WA-17001,51238
WA-29101,4593
WA-39119,3832
WA-26070,263
WA-05323,2602
WA-28010,9
WA-23309,4540
WA-17412,9564
WA-30002,73
WA-17404,40
WA-31201,9418
WA-17410,7086
WA-13156,515
WA-25118,576
WA-17406,2715
WA-18402,9196
WA-15206,1202
WA-23042,195
WA-32081,28714
WA-22008,67
WA-38322,148
WA-31401,4812
WA-11054,0
WA-07035,185
WA-04069,10
WA-27001,3098
WA-38304,35
WA-30303,843
WA-31311,2074
WA-33202,81
WA-27320,10414
WA-39201,6369
WA-27010,28311
WA-14077,168
WA-17409,9112
WA-38265,190
WA-34402,1287
WA-19400,257
WA-21237,843
WA-24404,1166
WA-39202,4246
WA-36300,204
WA-08130,690
WA-20400,199
WA-34033,6461
WA-39002,577
WA-27083,5619
WA-33070,1079
WA-06037,22003
WA-17402,1539
WA-35200,431
WA-13073,2536
WA-36401,300
WA-36140,5599
WA-39207,3195
WA-13146,902
WA-06112,2865
WA-01109,73
WA-09209,232
WA-33049,389
WA-04246,7347
WA-32363,3483
WA-39208,5490
WA-21303,347
WA-27416,4408
WA-20405,1114
WA-22200,217
WA-25160,344
WA-13167,115
WA-21232,858
WA-14117,157
WA-20094,68
WA-08404,2432
WA-39007,15553
WA-34002,5668
WA-39205,1299
WY-0101000,3902
WY-0401000,1643
WY-0204000,234
WY-1809000,441
WY-0201000,1238
WY-0202000,728
WY-0301000,8636
WY-0402000,607
WY-1101000,13821
WY-1506000,2049
WY-0501000,1700
WY-0502000,680
WY-0601000,1238
WY-0702000,182
WY-2101000,2656
WY-0721000,396
WY-0706000,379
WY-0701000,1727
WY-0801000,1657
WY-0203000,469
WY-1602000,211
WY-0901000,642
WY-1001000,1194
WY-1201000,598
WY-1202000,3043
WY-1102000,1094
WY-1401000,842
WY-2106000,725
WY-1516000,102
WY-0714000,596
WY-2104000,748
WY-1301000,13193
WY-2301000,778
WY-1801000,1092
WY-1601000,913
WY-1501000,1876
WY-0725000,2477
WY-1901000,5051
WY-1703000,82
WY-1701000,1163
WY-1702000,3599
WY-0724000,384
WY-1902000,2406
WY-2202000,105
WY-2001000,2797
WY-2307000,725
WY-2201000,1138
CT-2190012,1126
CT-2110012,225
CT-2010012,326
CT-2040012,751
CT-2050012,2075
CT-2070012,890
CT-2080012,1206
CT-2090012,779
IL-17-053-0900-17,693
IL-35-050-0400-17,809
IL-28-006-5000-15,473
IL-47-071-2120-17,863
IL-35-050-2800-17,493
IL-28-006-5050-16,29
IL-17-054-4040-16,786
IL-34-049-1130-17,3222
IL-34-049-1150-16,1438
IL-34-049-1280-16,3316
IL-34-049-1200-13,2212
IL-34-049-1250-13,4489
IL-44-063-1570-16,549
IL-34-049-1210-17,3758
IL-34-049-1260-17,2496
IL-13-095-0990-16,411
IL-13-058-6000-16,732
IL-20-096-2250-16,449
IL-48-072-3100-16,924
IL-13-014-0710-16,620
IL-30-039-1650-16,997
IL-47-098-3010-17,566
IL-54-092-2250-17,135
IL-09-010-1930-17,848
IL-09-010-3050-16,463
IL-05-016-2070-17,6183
IL-06-016-2010-17,8134
IL-05-016-2030-17,3779
IL-05-016-2190-17,4642
IL-05-016-2250-17,5092
IL-07-016-2290-16,1834
IL-06-016-2000-13,3304
IL-05-016-2110-17,12270
IL-06-016-2090-17,4425
IL-07-016-2200-17,1986
IL-07-016-2270-17,2487
IL-06-016-2340-16,873
IL-06-016-2080-17,1672
IL-07-016-2150-17,3310
IL-07-016-2050-17,4681
IL-35-050-1400-17,1261
IL-30-091-0810-16,497
IL-21-044-1330-17,322
IL-53-102-1220-17,915
IL-49-081-0300-17,1789
IL-24-032-1010-16,946
IL-24-032-0730-17,147
IL-35-050-1600-17,385
IL-24-047-0180-16,171
IL-17-053-2300-17,215
IL-32-046-3070-16,1921
IL-32-046-3020-16,186
IL-44-063-1560-16,2222
IL-19-022-0990-16,4775
IL-19-022-0880-16,3919
IL-19-022-1000-16,1448
IL-19-022-0870-17,7836
IL-19-022-1080-16,2560
IL-30-073-1010-16,429
IL-04-101-2070-16,1891
IL-44-063-1540-16,685
IL-13-058-2000-17,863
IL-13-041-2010-17,1210
IL-45-079-1220-19,-2
IL-07-016-2060-17,2964
IL-56-099-2040-17,6918
IL-56-099-2100-16,6705
IL-56-099-2050-17,3872
IL-24-032-1110-16,2930
IL-28-006-5020-17,403
IL-35-050-1200-17,1198
IL-26-034-3070-16,342
IL-50-082-2010-17,4802
IL-50-082-0770-16,683
IL-50-082-2030-17,2521
IL-07-016-2170-16,1924
IL-05-016-2140-17,12052
IL-07-016-2180-16,5490
IL-07-016-2280-16,5270
IL-07-016-2300-13,7691
IL-05-016-2020-17,3691
IL-07-016-2310-16,931
IL-19-022-0860-17,3843
IL-07-016-2330-16,2798
IL-07-016-2100-17,1324
IL-06-016-2120-16,3610
IL-06-016-2040-17,3842
IL-34-049-1170-16,2626
IL-44-063-1550-16,5405
IL-34-049-1240-16,1837
IL-34-049-1270-16,2676
IL-41-057-0140-16,537
IL-21-028-1030-13,577
IL-19-022-0940-16,2076
IL-53-090-3090-16,947
IL-53-090-3030-16,1796
IL-53-090-3080-16,1484
ME-1065,721
ME-77,23
ME-144,82
ME-1058,68
ME-1036,495
ME-316,98
MA-0740,1051
MA-0760,1574
MA-0705,1610
MA-0640,1335
MA-0655,1180
MA-0695,1533
MA-0690,1841
MA-0683,679
MA-0763,1018
MA-0660,1328
MA-0605,1242
MA-0670,618
MA-0755,539
MA-0700,769
MA-0730,1222
MA-0770,1770
NH-275,612
NH-172,2406
NH-970,387
NH-142,1017
NH-260,1141
NH-450,213
NH-493,704
NH-581,1072
NH-428,652
NJ-290770,2344
NJ-294105,1611
NJ-294950,2762
NJ-135630,1663
NJ-070390,3600
NJ-075035,911
NJ-312510,878
NJ-355550,1783
NJ-372165,838
NJ-372465,783
NJ-375435,635
NJ-313980,826
NJ-313990,1040
NJ-150870,2200
NJ-154940,1631
NJ-152440,2962
NJ-151715,867
NJ-033710,2053
NJ-030745,807
NJ-034405,1613
NJ-071255,1965
NJ-413675,626
NJ-415465,1590
NJ-254580,883
NJ-254760,603
NJ-110997,1156
NJ-191050,728
NJ-192300,2507
NJ-193660,1935
NJ-052610,6659
NJ-053690,2162
NJ-054320,2054
NJ-092820,1225
NJ-033960,1782
NJ-033700,1324
NJ-034300,2008
NJ-251650,10453
NJ-252120,299
NJ-253270,970
NJ-254365,1392
NJ-271990,1354
NJ-372615,674
NJ-273370,2673
NJ-275660,2116
NJ-011790,3041
NJ-012910,1197
NY-280253070000,5243
NY-280252070000,7862
NY-280251070000,4714
RI-99,1359
VT-U022B,687
VT-U058B,748
VT-U027,318
VT-U072B,265
VT-U014,1456
VT-U024,392
VT-U026,304
VT-T195,4
WI-2177,1089
WI-2450,2086
WI-6083,954
WI-3647,745
WI-2436,1316
WI-5054,1219
WI-5852,1045
WI-6545,949
WI-2884,1347
WI-6013,456
CT-0010011,197
CT-0030011,368
CT-0050011,209
CT-0080011,429
CT-0130011,170
CT-0190011,903
CT-0210011,72
CT-0220011,474
CT-0240011,144
CT-0260011,222
CT-0290011,72
CT-0300011,464
CT-0310011,94
CT-0360011,192
CT-0390011,154
CT-0460011,903
CT-0500011,301
CT-0530011,187
CT-0630011,67
CT-0650011,116
CT-0670011,696
CT-0680011,194
CT-0730011,437
CT-0780011,1027
CT-0790011,456
CT-0920011,443
CT-0980011,66
CT-1000011,238
CT-1070011,1281
CT-1120011,370
CT-1140011,440
CT-1170011,832
CT-1210011,401
CT-1220011,296
CT-1230011,97
CT-1250011,97
CT-1270011,265
CT-1330011,276
CT-1360011,323
CT-1450011,53
CT-1470011,250
CT-1600011,398
CT-1670011,848
CT-1690011,774
IL-19-022-0480-02,494
IL-19-022-0450-02,3173
IL-19-022-0890-04,2224
IL-19-022-0330-02,3357
IL-19-022-0340-02,306
IL-19-022-0070-02,896
IL-47-052-2200-02,70
IL-47-071-2310-04,1577
IL-47-098-1450-04,210
IL-35-050-2890-04,1040
IL-28-006-0170-04,76
IL-47-071-1610-04,94
IL-19-022-0040-02,3461
IL-19-022-0250-02,632
IL-19-022-0020-02,2036
IL-19-022-0130-02,1344
IL-19-022-0530-02,463
IL-19-022-0630-02,775
IL-48-072-0660-02,230
IL-48-072-3280-03,135
IL-48-072-3160-04,194
IL-56-099-0910-02,533
IL-56-099-0880-02,447
IL-56-099-0170-02,1182
IL-56-099-2030-04,279
IL-56-099-0890-02,312
IL-56-099-157C-04,2661
IL-56-099-033C-04,3711
IL-56-099-0860-05,9553
IL-56-099-070C-04,437
IL-56-099-0920-02,1370
IL-56-099-1140-02,1881
IL-24-032-2010-04,4499
IL-56-099-1590-02,1542
IL-56-099-1220-02,5050
IL-56-099-088A-02,800
IL-56-099-0840-02,251
IL-07-016-1940-02,1415
IL-56-099-1610-02,2499
IL-47-098-0130-02,865
IL-19-022-0660-02,1105
IL-19-022-0930-04,3252
IL-19-022-0580-02,4918
IL-19-022-0410-02,3522
IL-19-022-0680-02,2708
IL-19-022-0620-02,923
IL-19-022-0100-02,1000
IL-19-022-0200-02,1287
IL-48-072-0700-02,275
IL-48-072-0630-02,400
IL-48-072-0680-02,289
IL-48-072-0690-02,174
IL-48-072-0620-02,459
IL-56-099-0900-02,276
IL-56-099-030C-04,4012
IL-56-099-0810-02,115
IL-13-041-1780-04,224
IL-47-098-0200-02,215
IL-20-096-0060-04,198
IL-13-095-0150-04,120
IL-13-041-0050-04,145
IL-13-041-0820-02,160
IL-13-058-1350-02,1089
IL-21-028-1150-04,236
IL-13-041-0990-04,52
IL-13-041-0030-04,235
IL-13-041-0060-04,70
IL-13-058-0020-03,83
IL-13-041-0120-04,54
IL-13-041-0800-02,1509
IL-13-041-0020-04,330
IL-13-041-0790-02,275
IL-19-022-0610-02,1257
IL-19-022-0440-02,2962
IL-19-022-0600-02,1383
IL-19-022-0150-02,2346
IL-19-022-0110-02,686
IL-19-022-1800-04,493
IL-19-022-0160-02,1685
IL-19-022-0120-02,700
IL-34-049-0720-02,152
IL-34-049-0010-02,588
IL-34-049-0500-04,4695
IL-34-049-0060-02,2122
IL-44-063-0020-03,1102
IL-32-046-0530-02,2296
IL-32-046-0610-02,1299
IL-06-016-1010-02,1466
IL-05-016-0210-04,6001
IL-07-016-1080-02,399
IL-05-016-0390-02,3333
IL-05-016-0360-02,1731
IL-07-016-1270-02,1011
IL-32-046-2590-04,166
IL-32-046-2560-04,281
IL-32-046-2580-04,392
IL-20-096-1120-04,614
IL-20-096-0140-04,92
IL-20-096-0170-04,175
IL-50-082-1190-02,985
IL-50-082-1180-02,3390
IL-50-082-1040-02,600
IL-50-082-1750-02,769
IL-50-082-0700-04,796
IL-50-082-1100-04,562
IL-50-082-1160-02,327
IL-30-091-0370-04,574
IL-21-044-0430-03,62
IL-21-044-0640-02,105
IL-30-091-0430-04,341
IL-30-091-0160-04,139
IL-07-016-1260-02,1550
IL-07-016-1450-02,1092
IL-07-016-1040-02,1459
IL-05-016-0250-02,5316
IL-07-016-1250-02,562
IL-05-016-0370-02,661
IL-47-071-2690-04,70
IL-21-028-0910-04,106
IL-21-028-0470-04,1075
IL-50-082-1600-04,711
IL-50-082-0900-04,3944
IL-30-039-0950-02,1546
IL-30-039-0860-03,180
IL-30-039-1300-04,239
IL-30-039-1400-04,637
IL-06-016-0880-02,2150
IL-06-016-0870-02,2284
IL-06-016-0980-02,2519
IL-06-016-1000-02,3029
IL-07-016-1300-02,2993
IL-07-016-1090-02,2488
IL-07-016-113A-02,2538
IL-06-016-0950-02,1335
IL-07-016-1545-02,170
IL-07-016-1560-02,772
IL-07-016-1320-02,898
IL-07-016-1700-02,2715
IL-07-016-1275-02,1432
IL-06-016-0990-02,8815
IL-30-073-0500-02,479
IL-13-095-0110-04,72
IL-13-095-0490-04,584
IL-05-016-0735-02,1063
IL-07-016-1690-02,458
IL-07-016-1600-02,1150
IL-05-016-0620-04,4261
IL-07-016-1490-02,2292
IL-07-016-1480-02,1984
IL-05-016-0630-02,3543
IL-05-016-0730-02,540
IL-06-016-0920-02,364
IL-05-016-0590-04,5707
IL-05-016-0650-04,6383
IL-07-016-1240-02,1767
IL-05-016-0720-02,702
IL-07-016-1610-02,2341
IL-06-016-0910-02,690
IL-07-016-1420-02,1539
IL-06-016-0840-02,1294
IL-05-016-0350-02,1220
IL-13-095-0010-04,60
IL-13-014-1860-02,133
IL-13-014-0460-02,146
IL-09-010-1970-04,280
IL-26-034-3170-04,416
IL-28-037-1900-02,375
IL-26-034-3470-04,200
IL-26-034-3270-04,169
IL-05-016-0340-04,4317
IL-07-016-1670-02,1081
IL-05-016-0270-02,1333
IL-07-016-1520-02,1534
IL-07-016-1470-02,745
IL-07-016-1525-02,895
IL-06-016-1060-02,981
IL-06-016-0930-02,462
IL-19-022-1810-04,3609
IL-07-016-1530-02,1920
IL-07-016-1570-02,833
IL-05-016-0380-02,471
IL-07-016-1400-02,3508
IL-06-016-0940-02,513
IL-06-016-1020-02,2976
IL-06-016-1050-02,1213
IL-07-016-1580-02,2517
IL-30-073-2040-04,203
IL-30-073-0050-02,91
IL-34-049-0030-04,2022
IL-34-049-1120-02,3785
IL-34-049-0340-04,2672
IL-34-049-1020-04,2518
IL-34-049-1060-02,176
IL-34-049-0380-02,1744
IL-44-063-0260-04,2302
IL-34-049-1090-02,2729
IL-34-049-0760-02,869
IL-47-071-1440-03,86
IL-34-049-0330-02,293
IL-34-049-1140-02,649
IL-34-049-0790-02,2081
IL-34-049-0370-02,778
IL-34-049-0360-02,187
IL-34-049-0460-04,3664
IL-34-049-0560-02,1890
IL-34-049-0730-04,3557
IL-34-049-0960-04,3474
IL-34-049-0650-02,858
IL-34-049-0670-05,1666
IL-34-049-0410-04,2442
IL-13-014-0120-04,605
IL-34-049-0700-02,2145
IL-34-049-1030-02,1908
IL-44-063-0150-04,4079
IL-34-049-0240-04,1103
IL-34-049-0750-02,1575
IL-34-049-0680-02,931
IL-24-047-0660-04,235
IL-05-016-0740-02,1221
IL-06-016-1030-02,2148
IL-06-016-0830-02,2352
IL-05-016-0300-02,1254
IL-07-016-1440-02,2511
IL-07-016-1620-02,2401
IL-06-016-0890-02,4208
IL-07-016-1430-02,1644
IL-05-016-0670-02,673
IL-05-016-0700-02,893
IL-05-016-0570-02,2191
IL-05-016-0710-02,655
IL-06-016-0800-02,1113
IL-07-016-1170-02,3397
IL-05-016-0280-02,1842
IL-07-016-1230-02,3388
IL-06-016-0970-02,5546
IL-07-016-1350-02,5213
IL-05-016-0150-04,11103
IL-07-016-1280-02,774
IL-07-016-1180-04,2104
IL-07-016-1630-02,1537
IL-05-016-0640-04,4671
IL-07-016-1330-02,236
IL-06-016-0790-02,442
IL-06-016-1070-02,832
IL-07-016-1435-02,1242
IL-05-016-0230-02,1462
IL-06-016-0845-02,521
IL-07-016-1220-02,2337
IL-06-016-0900-02,1378
IL-06-016-0855-02,716
IL-05-016-0260-02,1514
IL-06-016-0960-02,1723
IL-05-016-0540-04,14966
IL-06-016-0780-02,212
IL-07-016-1720-02,407
IL-17-054-0880-02,75
IL-17-054-0610-04,279
IL-17-054-0270-02,1061
IL-17-054-0920-04,204
IL-28-006-0980-02,62
IL-35-050-0175-04,165
IL-28-006-0940-04,202
IL-07-016-1680-04,1209
IL-06-016-0810-02,1337
IL-07-016-1590-02,1679
IL-05-016-0680-02,1665
IL-05-016-0690-02,1797
IL-07-016-1500-02,803
IL-07-016-1510-02,1491
IL-07-016-1110-02,3227
IL-07-016-1100-02,313
IL-07-016-1710-02,990
IL-05-016-0290-02,490
IL-07-016-1540-02,255
IL-07-016-1460-04,2300
IL-06-016-0860-02,649
IL-35-050-0440-02,1541
IL-35-050-1500-02,521
IL-35-050-0820-04,47
IL-35-050-0950-04,204
IL-35-050-1220-02,892
IL-35-050-1250-02,466
IL-35-050-1410-02,1745
IL-35-050-1240-02,943
IL-35-050-2300-04,63
IL-35-050-0790-04,110
IL-28-006-0840-04,86
IL-28-006-0990-04,608
IL-35-050-1950-04,396
IL-35-050-1850-04,224
IL-07-016-1550-02,955
IL-05-016-0310-02,945
IL-06-016-0925-02,1036
IL-13-014-0630-02,157
IL-13-014-0570-02,164
IL-13-014-0620-02,89
IL-13-014-0600-02,239
IL-54-092-0610-03,89
IL-09-010-1880-04,166
IL-09-010-1420-04,61
IL-09-010-1370-02,1676
IL-09-010-1690-04,791
IL-09-010-1300-04,134
IL-53-090-0510-02,1281
IL-53-090-0760-02,482
IL-53-090-0860-02,1449
IL-53-090-1020-02,435
IL-53-090-1080-02,3165
IL-53-090-0980-02,201
IL-53-090-0850-02,159
IL-44-063-0180-04,270
IL-53-090-1370-02,177
IL-53-090-6060-04,60
IL-53-090-0500-02,605
IL-53-090-0520-02,843
IL-54-092-0100-26,143
IL-04-101-1310-04,1724
IL-04-101-1340-04,105
IL-04-101-1330-04,773
IL-49-081-0360-02,278
IL-49-081-0370-02,2600
IL-49-081-0290-02,239
IL-49-081-0340-02,620
IL-04-101-1400-04,1602
IL-13-058-1330-02,323
IL-13-058-0070-04,231
IL-13-058-0010-03,225
IL-13-058-1110-02,928
IL-13-058-0100-04,239
IL-24-032-024C-04,81
IL-24-032-0540-02,1078
IL-24-032-072C-04,148
IL-24-032-060C-04,772
IL-24-032-002C-02,314
IL-35-050-1700-04,487
IL-24-032-0750-02,122
IL-17-053-2320-02,545
IL-35-050-2100-04,197
IL-24-032-0740-03,89
IL-24-047-0900-04,117
IL-17-053-4380-04,125
IL-35-050-0650-04,96
IL-17-053-4260-04,95
IL-17-053-4350-04,172
IL-17-053-4290-04,1108
IL-17-053-4250-04,62
IL-28-006-1150-02,1068
IL-45-079-1340-04,129
IL-50-082-1050-02,644
IL-50-082-0850-02,577
IL-50-082-1810-02,291
IL-50-082-1300-04,556
IL-50-082-0300-03,63
IL-50-082-1150-02,1166
IL-50-082-1130-02,779
IL-13-014-0210-02,429
IL-53-102-0690-02,839
IL-41-057-0130-02,716
IL-13-014-1415-02,172
IL-41-057-0150-03,592
IL-53-102-0010-04,827
IL-53-102-0020-04,237
IL-44-063-1650-03,1055
IL-44-063-0470-04,7109
IL-44-063-0030-03,408
IL-44-063-0360-02,402
IL-44-063-0460-03,813
IL-21-044-0320-03,210
IL-21-044-0550-02,399
KY-056006000,405
KY-063149000,523
KY-100524000,476
KY-019537000,207
ME-9,135
ME-53,333
ME-62,37
ME-1054,407
ME-225,145
ME-239,98
ME-311,153
